bootcampJ14+0	7.221902971523920245e-01	3.377170657090834425e+02
bootcampJ9-85	-8.524812268026704487e+01	2.210880580420810588e+02
bootcampJ6-13	-1.345801064957612425e+01	1.589729141767393799e+02
bootcampJ8+67	6.788107506232179844e+01	2.099665950565578783e+02
bootcampJ8-27	-2.781289072311835753e+01	2.144211281753603657e+02
bootcampJ9-14	-1.445705384764322332e+01	2.166274586151901644e+02
bootcampJ7+72	7.286395042316549109e+01	1.810452104580634511e+02
bootcampJ4+58	5.879699610723357495e+01	1.004076719452582438e+02
bootcampJ10-50	-5.026928836235083509e+01	2.627092178802829494e+02
bootcampJ10-36	-3.653996001033597452e+01	2.413859273739069238e+02
bootcampJ7+15	1.529476020297056671e+01	1.738493856010954914e+02
bootcampJ2-3	-3.912061576845417221e+00	6.447704466140227453e+01
bootcampJ9+30	3.042688666708004064e+01	2.222917504408872276e+02
bootcampJ11-11	-1.192209288383028820e+01	2.718153360741681581e+02
bootcampJ2-4	-4.322412953369578759e+00	5.156144249614618502e+01
bootcampJ13+63	6.366447664588812927e+01	3.288837122814176723e+02
bootcampJ11+69	6.922708547667778589e+01	2.838805809701489125e+02
bootcampJ5-48	-4.804342043591707068e+01	1.236472473474916143e+02
bootcampJ3+59	5.955017876219710615e+01	7.756218436617933776e+01
bootcampJ13-41	-4.138613467015057523e+01	3.342402285050732758e+02
bootcampJ9-88	-8.883048522071320008e+01	2.384429281658919137e+02
bootcampJ7+17	1.727694388965889516e+01	1.839934928854262921e+02
bootcampJ2+25	2.599949100791029366e+01	5.939845945555232731e+01
bootcampJ2-32	-3.206352287916612198e+01	5.490023218742583566e+01
bootcampJ11-55	-5.555967413398933985e+01	2.759457017399838605e+02
bootcampJ1-71	-7.190088295811075625e+01	4.784323214569478466e+01
bootcampJ9-59	-5.988410481531311547e+01	2.240867975423938958e+02
bootcampJ11-13	-1.343493042815613592e+01	2.714935362957985490e+02
bootcampJ12+40	4.031942322422762004e+01	2.991529474855429953e+02
bootcampJ14-11	-1.165466371373618415e+01	3.451666168140795321e+02
bootcampJ12+49	4.930998775311260829e+01	2.975717812853973214e+02
bootcampJ13+27	2.704977563064446144e+01	3.343782852317752372e+02
bootcampJ10-70	-7.015505352110858439e+01	2.539176988555602179e+02
bootcampJ3+42	4.266048097822766749e+01	9.158381703948704455e+01
bootcampJ1+13	1.349555725091532565e+01	2.858416704561422961e+01
bootcampJ12-81	-8.135377561638564714e+01	3.071015512789695094e+02
bootcampJ5+43	4.314338205774205903e+01	1.212759417582564652e+02
bootcampJ5-79	-7.952592628348975268e+01	1.239914951815672168e+02
bootcampJ5+84	8.460700366702249653e+01	1.252174076353454524e+02
bootcampJ1+17	1.789499680491229583e+01	3.546936320288104127e+01
bootcampJ9+34	3.482865822474265372e+01	2.177948314715646632e+02
bootcampJ10+6	6.068942041812221078e+00	2.500682271056573427e+02
bootcampJ4+7	7.071981788682180081e+00	1.053831675327569712e+02
bootcampJ13+60	6.025267503077324704e+01	3.231609971008155071e+02
bootcampJ5+89	8.981329669391240600e+01	1.218082520680134166e+02
bootcampJ2+61	6.144421190824141377e+01	6.003651268344456327e+01
bootcampJ11+58	5.895967671081226058e+01	2.822151805768597796e+02
bootcampJ8-28	-2.874941697400397800e+01	2.022393965070738204e+02
bootcampJ1+77	7.792911495185302329e+01	3.957214857722389922e+01
bootcampJ4+12	1.261906850411877201e+01	1.084013584526990854e+02
bootcampJ13-66	-6.686858145225967576e+01	3.205602540653514438e+02
bootcampJ1+4	4.334938303786501024e+00	4.708259438734879154e+01
bootcampJ6-12	-1.260216987832123436e+01	1.442632165970220512e+02
bootcampJ2-12	-1.288275837765242215e+01	5.320023914568765377e+01
bootcampJ3+74	7.420777876126697947e+01	8.086818547713461669e+01
bootcampJ7-45	-4.505334575000075858e+01	1.865805039436123423e+02
bootcampJ12-69	-6.999913494418174764e+01	2.929990770463572289e+02
bootcampJ3+24	2.437819752235540705e+01	8.988538259498221805e+01
bootcampJ11-89	-8.972177851824184813e+01	2.794512926493655982e+02
bootcampJ5-84	-8.497843654720867335e+01	1.436036290030557154e+02
bootcampJ7+27	2.769856587852578400e+01	1.911268327001280056e+02
bootcampJ13-18	-1.879522340599989150e+01	3.153563029151482056e+02
bootcampJ4+36	3.604264681389607006e+01	1.035076480604760860e+02
bootcampJ12-87	-8.799118701111481755e+01	2.904197897226202940e+02
bootcampJ1+11	1.152078488364702480e+01	3.729789066386599927e+01
bootcampJ5+23	2.331634263846002852e+01	1.356326896620761033e+02
bootcampJ7+23	2.311946180068483159e+01	1.722163792707440280e+02
bootcampJ2+46	4.656837609530202826e+01	6.878630781678241135e+01
bootcampJ1+66	6.633050852170575240e+01	2.995693891570235223e+01
bootcampJ1+71	7.192489858053693297e+01	3.801301862519193975e+01
bootcampJ3-72	-7.246884658848787808e+01	7.432856910740676426e+01
bootcampJ12+52	5.295654066114565239e+01	3.062877161000774890e+02
bootcampJ14+75	7.510231904521154433e+01	3.486577958224586382e+02
bootcampJ14-55	-5.536901771852593157e+01	3.556889334671561187e+02
bootcampJ4+58	5.890227787045432706e+01	1.144112058289893383e+02
bootcampJ8-3	-3.658545568791623737e+00	2.054187540203219555e+02
bootcampJ13-9	-9.876254197950046887e+00	3.142417580674387523e+02
bootcampJ10+86	8.697478459229841974e+01	2.461779732373422007e+02
bootcampJ7+13	1.350699677362239015e+01	1.851400054441923260e+02
bootcampJ5-75	-7.588296284494305155e+01	1.243729591296272758e+02
bootcampJ3-83	-8.364863345048823362e+01	8.459378055980418765e+01
bootcampJ11+50	5.058206752462595546e+01	2.805404805186315684e+02
bootcampJ4+37	3.794434900552268175e+01	1.000889181446115543e+02
bootcampJ8-82	-8.294745063171178856e+01	2.032111352870290375e+02
bootcampJ4-87	-8.717473778900188108e+01	1.124723121620286861e+02
bootcampJ7+46	4.625143058036832144e+01	1.703949512338653847e+02
bootcampJ7+12	1.245906841953367916e+01	1.720739911247783596e+02
bootcampJ12+15	1.513377321265744513e+01	3.117990064404435770e+02
bootcampJ11-19	-1.927952676994594583e+01	2.816233612209191506e+02
bootcampJ2+7	7.550011207066958718e+00	5.950220932305720822e+01
bootcampJ11+69	6.988183125064540491e+01	2.722166572987114250e+02
bootcampJ0-60	-6.099138913833317588e+01	1.511553588815203497e+01
bootcampJ4-25	-2.561785727675669477e+01	1.178750364027558959e+02
bootcampJ12-18	-1.850489284837429693e+01	2.999414064001143743e+02
bootcampJ8-77	-7.736879878876588634e+01	1.987900379918020235e+02
bootcampJ6-22	-2.285230833919962379e+01	1.470100797135077357e+02
bootcampJ9+29	2.984987754362620649e+01	2.304521305506563635e+02
bootcampJ10+58	5.894534990026426158e+01	2.551262539093325188e+02
bootcampJ7+52	5.250438308221632155e+01	1.686293862297273733e+02
bootcampJ12-23	-2.362568368557586496e+01	3.021885409862551910e+02
bootcampJ5-31	-3.186210105051573294e+01	1.267409670297788153e+02
bootcampJ10+24	2.497677611311408441e+01	2.532271477486744971e+02
bootcampJ2-75	-7.521479053565036565e+01	6.100863433579936412e+01
bootcampJ12+5	5.877773405880276414e+00	2.913955268731292563e+02
bootcampJ2-69	-6.966090987772653875e+01	6.623082202026425591e+01
bootcampJ1+74	7.450747228507782438e+01	2.865504351034232400e+01
bootcampJ5+51	5.123569911407795985e+01	1.314654614695527641e+02
bootcampJ6+73	7.381722350943272204e+01	1.532622848550803667e+02
bootcampJ13+81	8.159394783442277799e+01	3.151643808263080473e+02
bootcampJ0+36	3.652130291888657609e+01	1.707715200790638477e+01
bootcampJ8-60	-6.038623529320915395e+01	2.042505630053615278e+02
bootcampJ8+65	6.510646794102169110e+01	2.094548554968222049e+02
bootcampJ12+39	3.967412073920442594e+01	3.070808653309487681e+02
bootcampJ4+0	8.289818439688900753e-01	1.089955097421385233e+02
bootcampJ7+21	2.120172775732888226e+01	1.732970749851738788e+02
bootcampJ12-51	-5.186663180699188302e+01	2.881542415472419520e+02
bootcampJ5+46	4.601206941116623739e+01	1.322985907643661392e+02
bootcampJ8+44	4.481312534345011045e+01	1.974698795301912924e+02
bootcampJ6-24	-2.456849018896417647e+01	1.632147151107434411e+02
bootcampJ10+41	4.133621994582790649e+01	2.490109813708685920e+02
bootcampJ13+58	5.871146493820492651e+01	3.237564449520498329e+02
bootcampJ8+62	6.288135510457451005e+01	2.093206099289618862e+02
bootcampJ10-41	-4.134099869560348139e+01	2.625135456140254178e+02
bootcampJ9+30	3.032754036721175339e+01	2.296354498159483057e+02
bootcampJ2-87	-8.789561373616642470e+01	5.059663703473604812e+01
bootcampJ8-62	-6.281478139807293815e+01	2.076106466575432989e+02
bootcampJ2+10	1.016591157258814349e+01	6.011379888829452511e+01
bootcampJ1-18	-1.853234194702721993e+01	3.804576173777194015e+01
bootcampJ7-31	-3.133154951193679238e+01	1.818539471819006224e+02
bootcampJ9-28	-2.874374679341921279e+01	2.251426843708911747e+02
bootcampJ12-31	-3.115477235226426700e+01	3.029330363747257024e+02
bootcampJ11-65	-6.522596175546306085e+01	2.728163624568985028e+02
bootcampJ0-50	-5.086200807310225969e+01	9.091018528531114029e-01
bootcampJ1+66	6.616386506207891216e+01	3.936422907091895951e+01
bootcampJ1-60	-6.018278043211758899e+01	2.660145646925979790e+01
bootcampJ1+7	7.880370091237637098e+00	2.918421792765842326e+01
bootcampJ4+2	2.589114720681124027e+00	1.088539463765597617e+02
bootcampJ5+39	3.926764650150903435e+01	1.388828358371459615e+02
bootcampJ4+51	5.138156572937265310e+01	1.125740049793179622e+02
bootcampJ2+62	6.291420783386666926e+01	5.725781143636190507e+01
bootcampJ0+78	7.822873679066034924e+01	1.338517715193655810e+01
bootcampJ7-83	-8.357247869033460574e+01	1.905241359038513735e+02
bootcampJ6-81	-8.137967745994659197e+01	1.462203232655234615e+02
bootcampJ12-37	-3.716429774508431194e+01	2.925409867347889872e+02
bootcampJ0-71	-7.187385147480689795e+01	8.229536784236973546e+00
bootcampJ10+85	8.515264142603467690e+01	2.494558836930844166e+02
bootcampJ8-18	-1.867348237519429688e+01	1.930222126106400253e+02
bootcampJ3-23	-2.316725367715163486e+01	8.639393983977787173e+01
bootcampJ10-43	-4.329384807490203002e+01	2.563745064753045426e+02
bootcampJ3-13	-1.397555570440208328e+01	8.332776938757574214e+01
bootcampJ7-82	-8.244067466621912388e+01	1.768329716331267321e+02
bootcampJ11-86	-8.643726933971619530e+01	2.718068813361294929e+02
bootcampJ0-70	-7.091558808801346458e+01	1.657180828474722034e+01
bootcampJ6-74	-7.466261809362606527e+01	1.630646687760227280e+02
bootcampJ13+36	3.600085139780664178e+01	3.138823948710432319e+02
bootcampJ12-22	-2.227432666807742123e+01	3.019228778590164666e+02
bootcampJ14+54	5.481081138580532297e+01	3.573348668274900888e+02
bootcampJ13+75	7.526439596064210491e+01	3.290246613746180628e+02
bootcampJ1+86	8.630587599055149894e+01	3.070156226769413266e+01
bootcampJ4+79	7.950469138515677514e+01	1.142439493309857284e+02
bootcampJ13+12	1.294949117953692053e+01	3.119564256101428441e+02
bootcampJ3+27	2.702827367424522720e+01	8.608881366274624725e+01
bootcampJ11+48	4.833599031584276418e+01	2.818482058946669326e+02
bootcampJ14+54	5.433659321336327253e+01	3.484498709298221684e+02
bootcampJ1-17	-1.734349183038642650e+01	2.974226480765952374e+01
bootcampJ12-66	-6.631242745866967425e+01	2.948265087631117467e+02
bootcampJ1-3	-3.821938617823391837e+00	2.933390827652607058e+01
bootcampJ11-44	-4.454828392991369412e+01	2.752926616858080138e+02
bootcampJ10-55	-5.589803319811746718e+01	2.605039117992262163e+02
bootcampJ6+29	2.910594656128273527e+01	1.671859494278500904e+02
bootcampJ0-61	-6.188271196227266557e+01	1.789636271602443074e+01
bootcampJ10-18	-1.858353966540573765e+01	2.498240434073079825e+02
bootcampJ7+39	3.971692062072764884e+01	1.696661890220920270e+02
bootcampJ7+33	3.394475372658853018e+01	1.705405551429041680e+02
bootcampJ8-17	-1.717810775397748557e+01	2.061704611772043165e+02
bootcampJ5-82	-8.285947444306457044e+01	1.425568100808935412e+02
bootcampJ13+76	7.635633324433206326e+01	3.163956640489089409e+02
bootcampJ0+78	7.854739932745499686e+01	9.419058884081126237e+00
bootcampJ8-84	-8.406915329559058137e+01	1.948868453492985111e+02
bootcampJ11+75	7.572625880391461806e+01	2.699170737316720761e+02
bootcampJ4-9	-9.026362449355104900e+00	1.154309989568976107e+02
bootcampJ2-77	-7.772871707346703829e+01	6.558852422747396815e+01
bootcampJ10+28	2.810927642356007539e+01	2.489970224924186368e+02
bootcampJ6-25	-2.549754951266244518e+01	1.677270543611692233e+02
bootcampJ10-43	-4.324114535254197023e+01	2.612491025734423147e+02
bootcampJ1-49	-4.944989251346935788e+01	3.183164499821065974e+01
bootcampJ0-74	-7.470845502066029553e+01	2.185544768398957061e+01
bootcampJ0-65	-6.556624530250182659e+01	6.143121062995025028e+00
bootcampJ2+58	5.844839691091911504e+01	6.823353337170789246e+01
bootcampJ13-30	-3.013537647534504060e+01	3.173228100794397051e+02
bootcampJ5-11	-1.136792554085630513e+01	1.247865317468211686e+02
bootcampJ7+41	4.124657070486335897e+01	1.886515084879642075e+02
bootcampJ4+10	1.068850545655122630e+01	1.158727034659895736e+02
bootcampJ5+21	2.163366673927413331e+01	1.263837646180758725e+02
bootcampJ2-87	-8.789456898820172626e+01	4.959400470821745444e+01
bootcampJ12+69	6.921364338420545437e+01	2.983348623217153772e+02
bootcampJ7-40	-4.006633755356770621e+01	1.695946506370933378e+02
bootcampJ11-34	-3.439958415357864396e+01	2.809884741819903411e+02
bootcampJ3+6	6.111247033086854685e+00	8.166024195771734639e+01
bootcampJ12-27	-2.768381109512638716e+01	2.990356942360797348e+02
bootcampJ2-7	-7.426007167284751631e+00	5.495035000428983096e+01
bootcampJ13+3	3.936932955688050129e+00	3.303722288933781215e+02
bootcampJ4+0	-8.949671548967756962e-01	1.147317594692586340e+02
bootcampJ9+59	5.945871385834877287e+01	2.188973536846864079e+02
bootcampJ11-67	-6.716850961296705691e+01	2.741855655894290749e+02
bootcampJ5+26	2.602833259247037745e+01	1.376088584933801258e+02
bootcampJ0-63	-6.327976504413644676e+01	1.774676778375264519e+01
bootcampJ11-52	-5.268835024411919221e+01	2.659232827824938568e+02
bootcampJ7+7	7.261785625398900379e+00	1.728285086055269062e+02
bootcampJ7-62	-6.243159352507640847e+01	1.731859662348931863e+02
bootcampJ7-10	-1.045988929290768965e+01	1.687092192751162827e+02
